survey_id,sector_desc,class_desc,group_desc,commodity_desc,marketing_id
5101,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMS1994
5102,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMS1993
5103,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMS1992
5104,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMS1991
5105,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMS1990
5106,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMS1989
5107,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMS1988
5108,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMS1987
5109,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO2020
5110,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO2019
5111,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO2018
5112,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO2017
5113,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO2016
5114,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO2015
5115,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO2014
5116,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO2013
5117,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO2012
5118,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO2011
5119,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO2010
5120,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO2009
5121,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO2008
5122,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO2007
5123,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO2006
5124,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO2005
5125,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO2004
5126,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO2003
5127,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO2002
5128,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO2001
5129,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO2000
5130,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO1999
5131,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO1998
5132,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO1997
5133,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO1996
5134,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO1995
5135,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO1994
5136,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO1993
5137,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO1992
5138,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO1991
5139,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO1990
5140,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO1989
5141,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO1988
5142,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMO1987
5143,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT2020
5144,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT2019
5145,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT2018
5146,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT2017
5147,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT2016
5148,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT2015
5149,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT2014
5150,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT2013
5151,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT2012
5152,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT2011
5153,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT2010
5154,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT2009
5155,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT2008
5156,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT2007
5157,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT2006
5158,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT2005
5159,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT2004
5160,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT2003
5161,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT2002
5162,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT2001
5163,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT2000
5164,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT1999
5165,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT1998
5166,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT1997
5167,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT1996
5168,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT1995
5169,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT1994
5170,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT1993
5171,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT1992
5172,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT1991
5173,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT1990
5174,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT1989
5175,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT1988
5176,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARMT1987
5177,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE2020
5178,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE2019
5179,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE2018
5180,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE2017
5181,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE2016
5182,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE2015
5183,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE2014
5184,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE2013
5185,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE2012
5186,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE2011
5187,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE2010
5188,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE2009
5189,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE2008
5190,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE2007
5191,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE2006
5192,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE2005
5193,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE2004
5194,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE2003
5195,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE2002
5196,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE2001
5197,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE2000
5198,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE1999
5199,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE1998
5200,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE1997
5201,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE1996
5202,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE1995
5203,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE1994
5204,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE1993
5205,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE1992
5206,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE1991
5207,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE1990
5208,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE1989
5209,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE1988
5210,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNE1987
5211,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNV2008
5212,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNV2007
5213,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNV2006
5214,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNV2005
5215,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNV2004
5216,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNV2003
5217,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNV2002
5218,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNV2001
5219,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNV2000
5220,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNV1999
5221,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNV1998
5222,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNV1997
5223,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNV1996
5224,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNV1995
5225,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNV1994
5226,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNV1993
5227,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNV1992
5228,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNV1991
5229,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNV1990
5230,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNV1989
5231,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNV1988
5232,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNV1987
5233,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNH1990
5234,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNH1989
5235,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNH1988
5236,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNH1987
5237,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ2020
5238,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ2019
5239,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ2018
5240,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ2017
5241,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ2016
5242,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ2015
5243,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ2014
5244,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ2013
5245,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ2012
5246,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ2011
5247,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ2010
5248,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ2009
5249,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ2008
5250,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ2007
5251,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ2006
5252,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ2005
5253,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ2004
5254,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ2003
5255,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ2002
5256,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ2001
5257,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ2000
5258,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ1999
5259,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ1998
5260,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ1997
5261,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ1996
5262,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ1995
5263,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ1994
5264,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ1993
5265,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ1992
5266,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ1991
5267,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ1990
5268,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ1989
5269,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ1988
5270,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNJ1987
5271,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNM2012
5272,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNM2011
5273,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNM2010
5274,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNM2009
5275,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNM2008
5276,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNM2007
5277,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNM2006
5278,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNM2005
5279,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNM2004
5280,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNM2003
5281,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNM2002
5282,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNM2001
5283,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNM2000
5284,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNM1999
5285,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNM1998
5286,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNM1997
5287,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNM1996
5288,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNM1995
5289,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNM1994
5290,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNM1993
5291,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNM1992
5292,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNM1991
5293,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNM1990
5294,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNM1989
5295,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNM1988
5296,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNM1987
5297,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY2020
5298,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY2019
5299,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY2018
5300,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY2017
5301,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY2016
5302,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY2015
5303,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY2014
5304,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY2013
5305,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY2012
5306,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY2011
5307,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY2010
5308,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY2009
5309,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY2008
5310,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY2007
5311,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY2006
5312,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY2005
5313,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY2004
5314,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY2003
5315,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY2002
5316,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY2001
5317,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY2000
5318,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY1999
5319,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY1998
5320,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY1997
5321,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY1996
5322,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY1995
5323,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY1994
5324,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY1993
5325,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY1992
5326,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY1991
5327,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY1990
5328,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY1989
5329,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY1988
5330,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNY1987
5331,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC2020
5332,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC2019
5333,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC2018
5334,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC2017
5335,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC2016
5336,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC2015
5337,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC2014
5338,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC2013
5339,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC2012
5340,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC2011
5341,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC2010
5342,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC2009
5343,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC2008
5344,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC2007
5345,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC2006
5346,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC2005
5347,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC2004
5348,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC2003
5349,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC2002
5350,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC2001
5351,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC2000
5352,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC1999
5353,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC1998
5354,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC1997
5355,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC1996
5356,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC1995
5357,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC1994
5358,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC1993
5359,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC1992
5360,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC1991
5361,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC1990
5362,ANIMALS & PRODUCTS,ALL CLASSES,SPECIALTY,HONEY,MARKETING YEARNC1989
