Value,domain_desc,unit_desc,short_desc,statisticcat_desc,survey_id
30.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,131516
43.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,131616
6.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,131315
52.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,131415
47.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,131515
43.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,131615
75.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,151320
43.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,151420
72.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,151319
37.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,151519
44.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,151619
83.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,151318
88.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,151418
88.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,151518
70.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,151618
1.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,151317
88.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,151417
2.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,151517
57.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,151617
0.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,151316
35.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,151416
67.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,151516
39.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,151616
38.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,151315
60.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,151415
78.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,151515
31.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,151615
10.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,161320
44.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,161420
24.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,161319
59.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,161519
20.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,161619
28.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,161318
51.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,161418
83.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,161518
64.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,161618
74.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,161317
30.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,161417
53.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,161517
34.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,161617
31.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,161316
21.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,161416
25.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,161516
31.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,161616
39.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,161315
25.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,161415
46.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,161515
38.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,161615
17.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,171320
23.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,171420
33.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,171319
35.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,171519
28.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,171619
25.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,171318
13.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,171418
21.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,171518
27.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,171618
21.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,171317
11.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,171417
29.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,171517
28.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,171617
12.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,171316
11.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,171416
17.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,171516
27.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,171616
12.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,171315
10.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,171415
7.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,171515
9.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,171615
8.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,181320
26.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,181420
15.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,181319
55.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,181519
20.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,181619
33.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,181318
78.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,181418
29.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,181518
51.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,181618
15.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,181317
5.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,181417
13.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,181517
23.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,181617
17.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,181316
12.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,181416
50.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,181516
28.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,181616
20.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,181315
15.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,181415
13.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,181515
15.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,181615
22.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,191320
30.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,191420
34.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,191319
39.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,191519
61.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,191619
5.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,191318
12.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,191418
29.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,191518
55.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,191618
33.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,191317
39.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,191417
17.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,191517
61.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,191617
52.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,191316
23.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,191416
32.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,191516
18.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,191616
26.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,191315
21.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,191415
17.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,191515
53.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,191615
13.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,201320
68.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,201420
86.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,201319
67.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,201519
65.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,201619
63.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,201318
42.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,201418
76.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,201518
62.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,201618
47.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,201317
17.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,201417
65.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,201517
17.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,201617
30.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,201316
47.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,201416
42.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,201516
29.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,201616
32.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,201315
14.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,201415
22.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,201515
44.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,201615
17.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,211320
18.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,211420
21.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,211319
29.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,211519
33.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,211619
43.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,211318
40.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,211418
47.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,211518
57.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,211618
31.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,211317
25.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,211417
46.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,211517
54.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,211617
23.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,211316
38.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,211416
42.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,211516
48.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,211616
10.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,211315
21.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,211415
40.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,211515
22.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,211615
26.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,221320
23.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,221420
57.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,221319
67.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,221519
33.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,221619
4.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,221318
8.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,221418
31.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,221518
16.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,221618
